None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
130,TER,ART,2023-06-30,2023-08-04,2023-07-02,2023-08-04,-30472000,3394896000,3399865250.0,2123840000.0,1271056000.0,0.841,15.733,-150798000.0,613208000,613208000,1196134000.0,559367000.0,3.171,0.394,118097000,53018000.0,65079000.0,118097000,120085000,110931000.0,0,0.004,0.44,666746000.0,777677000.0,0.272,777677000.0,666746000.0,662920000.0,3.6,3.38,3.6,2434883000,2397441000.0,2434883000,16047504384.0,24.0,20.635,466312000.0,3.013,1.0,1664741000.0,0.582,456721000,3826000.0,1773279000,1681624500.0,347295000,199884000,95199000.0,104685000.0,960013000,669785000.0,290228000.0,16542615384.0,41185000.0,0.0,-418332000.0,-41925000.0,-68453000.0,-549408000.0,-23605000.0,126733000.0,617110000.0,-2912000.0,559367000.0,559367000.0,559367000.0,0.0,0.0,0.196,1033875000.0,630866000.0,153157000,0.122,6.794,29.574,29.836,512966000,0.0,107.41,5.782,5.81,532233000,661496000.0,2860875000.0,2860875000.0,431993000.0,0.165,0.233,0.396,0.233,55555000.0,575034000.0,1.0,154013736,154760000,164751000.0,18.486,2938175000,152471000,103553000.0,111072000,18.985,1454055000.0,0.037304258466703405,0.004096452844241691,0.14718851544810843,0.033516432361977475,0.029058225431297068,0.028051391862955032,-0.11449465297926666
132,TEL,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-80000000,21701000000,21331500000.0,7649000000.0,14052000000.0,0.767,36.029,-739000000.0,1131000000,1131000000,11239000000.0,2066000000.0,1.796,0.903,4206000000,291000000.0,3915000000.0,4206000000,0,782000000.0,0,0.016,2.27,2372000000.0,3154000000.0,0.193,3154000000.0,2372000000.0,2293000000.0,6.51,6.48,6.51,11349000000,11133750000.0,11349000000,47896017063.0,20.0,15.186,2199000000.0,6.981,1.0,5119000000.0,0.313,6770000000,79000000.0,13748000000,13385250000.0,2801000000,0,0.0,0.0,10245000000,4258000000.0,5987000000.0,44821017063.0,311000000.0,-164000000.0,-947000000.0,-41000000.0,-720000000.0,-1740000000.0,-883000000.0,0.0,2938000000.0,-4000000.0,2066000000.0,2066000000.0,2066000000.0,-7000000.0,0.0,0.126,2790000000.0,2329000000.0,1616000000,0.349,3.949,21.695,21.931,3781000000,0.0,142.77,2.74,2.749,2998000000,12372000000.0,16358000000.0,16358000000.0,713000000.0,0.097,0.186,0.177,0.145,126000000.0,1670000000.0,1.0,313938622,315000000,317000000.0,51.93,14931000000,2680000000,227000000.0,546000000,47.4,3391000000.0,0.06554960579922528,0.015899698816277927,0.2532071055872729,0.04559781466694683,0.045911959591703556,0.048896827064509346,0.05968218828678436
134,TECH,ART,2023-06-30,2023-08-23,2023-06-30,2023-08-23,-66064000,2638692000,2488127500.0,621482000.0,2017210000.0,0.457,12.511,-38244000.0,180571000,180571000,366887000.0,285442000.0,4.836,0.342,454965000,11199000.0,443766000.0,454965000,23069000,107238000.0,0,0.004,0.32,349695000.0,456933000.0,0.402,456933000.0,349695000.0,338480000.0,1.81,1.76,1.81,1966516000,1858615500.0,1966516000,12719548868.0,36.0,27.837,216149000.0,1.375,1.0,769815000.0,0.677,1407382000,11215000.0,1377195000,1154824500.0,171638000,23739000,23739000.0,0.0,672176000,128509000.0,543667000.0,12445154868.0,8004000.0,-242141000.0,10251000.0,94000000.0,-50285000.0,22616000.0,-265649000.0,14736000.0,254393000.0,-3356000.0,285263000.0,285263000.0,285263000.0,0.0,179000.0,0.251,470871000.0,298944000.0,29179000,0.177,6.329,43.627,43.47,324526000,0.0,78.68,10.948,10.88,218468000,1309461000.0,1136702000.0,1136702000.0,92493000.0,0.115,0.153,0.303,0.308,39230000.0,378378000.0,1.0,158174312,157179000,161855000.0,7.232,1231310000,0,53217000.0,101004000,7.834,492973000.0,0.020441127707789004,0.004067107269954245,0.158014586468222,0.0230045754956787,0.016993448607583117,0.017475851550584644,-0.26604370412217015
136,TDY,ART,2023-06-30,2023-07-31,2023-07-02,2023-07-31,-712000000,14156300000,14191500000.0,2640700000.0,11515600000.0,0.394,182.532,-107600000.0,364200000,364200000,3184100000.0,769300000.0,1.617,0.65,3353300000,450100000.0,2903200000.0,3353300000,0,324700000.0,0,0.0,0.0,1029400000.0,1354100000.0,0.242,1354100000.0,1029400000.0,941600000.0,16.4,16.4,16.4,8579000000,8200600000.0,8579000000,21090700168.0,20.0,15.575,792500000.0,16.862,1.0,2405700000.0,0.43,10293500000,87800000.0,5218400000,5656325000.0,970600000,0,0.0,0.0,5573400000,1633500000.0,3939900000.0,18101600168.0,85400000.0,-153100000.0,21100000.0,-599000000.0,0.0,-567200000.0,-244500000.0,0.0,900100000.0,-3000000.0,768700000.0,768700000.0,768700000.0,0.0,600000.0,0.138,1388100000.0,1017600000.0,459400000,0.0,2.11,23.548,23.447,766000000,0.0,384.53,3.238,3.233,1164800000,4925800000.0,5589800000.0,5589800000.0,0.0,0.054,0.094,0.182,0.184,32400000.0,1192300000.0,1.0,47074611,47000000,47900000.0,118.932,3862800000,0,172900000.0,462300000,82.187,1007200000.0,0.0497248857364111,0.0,0.4739360012583833,0.04264946818193639,0.0375758032539112,0.043850934907549474,0.017175986202130997
138,TDG,ART,2023-06-30,2023-08-08,2023-07-01,2023-08-08,-30000000,19555000000,19039750000.0,6252000000.0,13303000000.0,0.328,-41.853,-135000000.0,3071000000,3071000000,2606000000.0,1150000000.0,4.078,-9.165,19765000000,417000000.0,19348000000.0,19765000000,0,264000000.0,0,0.021,18.5,2676000000.0,2940000000.0,0.471,2940000000.0,2676000000.0,1527000000.0,18.75,18.75,18.75,-2394000000,-3101000000.0,-2394000000,65744103598.0,25.0,22.362,1051000000.0,18.374,1.0,3637000000.0,0.583,12086000000,1149000000.0,22630000000,22300500000.0,1603000000,0,0.0,0.0,21942000000,1533000000.0,20409000000.0,49050103598.0,-737000000.0,-765000000.0,212000000.0,-153000000.0,-1083000000.0,-1043000000.0,-900000000.0,0.0,1186000000.0,20000000.0,1149000000.0,1071000000.0,1071000000.0,0.0,1000000.0,0.172,927000000.0,2710000000.0,292000000,0.987,-20.489,45.798,47.406,983000000,78000000.0,888.86,7.857,8.144,1159000000,-3034000000.0,6243000000.0,6243000000.0,0.0,0.056,-0.345,0.12,0.429,169000000.0,788000000.0,1.0,55183160,57200000,57200000.0,109.143,7469000000,0,378000000.0,619000000,130.577,4719000000.0,0.024179357697592278,0.020813176428233916,-0.04880723636427986,0.021094435569156,0.01598622450503641,0.020671421821209186,-0.29358212070228634
140,TAP,ART,2023-06-30,2023-08-01,2023-06-30,2023-08-06,-1093400000,26789600000,26304725000.0,3329200000.0,23460400000.0,0.425,60.216,-585100000.0,960900000,960900000,7280600000.0,47600000.0,0.869,1.039,6615100000,423200000.0,6191900000.0,6615100000,0,679300000.0,0,0.024,1.58,479500000.0,1158800000.0,0.104,1158800000.0,479500000.0,245100000.0,0.19,0.17,0.19,13030800000,12896825000.0,13030800000,19192544106.0,40.0,16.562,1144500000.0,5.289,1.0,3897000000.0,0.349,18103100000,234400000.0,10510800000,10493525000.0,863400000,0,0.0,0.0,13532700000,3829900000.0,9702800000.0,13538344106.0,496000000.0,0.0,-43200000.0,-224700000.0,-342600000.0,-621600000.0,-596200000.0,0.0,1729600000.0,7000000.0,40800000.0,40800000.0,40800000.0,0.0,6800000.0,0.004,3441100000.0,455900000.0,3406700000,8.316,1.039,331.822,350.105,4338000000,0.0,66.52,1.211,1.288,1144200000,7129300000.0,11177600000.0,11177600000.0,0.0,0.002,0.003,0.046,0.043,37000000.0,2585400000.0,1.0,203522912,216400000,217800000.0,51.652,8686500000,0,204300000.0,2671400000,40.141,-500700000.0,0.12775565360563307,0.023752254960914012,0.9625106215334663,0.0028562838244137103,0.059632531970694014,0.07950992182802165,-0.5565208789703275
142,T,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,2305000000,408453000000,409660500000.0,36672000000.0,371781000000.0,0.296,14.193,-18755000000.0,9528000000,9528000000,49930000000.0,-7541000000.0,0.677,2.869,161591000000,15268000000.0,146323000000.0,161591000000,3833000000,18415000000.0,0,0.076,1.11,1070000000.0,19485000000.0,0.16,19485000000.0,1070000000.0,-5226000000.0,-1.17,-1.16,-1.17,101903000000,105301250000.0,101903000000,255794990000.0,239.0,13.128,18229000000.0,2.539,1.0,71512000000.0,0.589,198242000000,6296000000.0,308115000000,302205000000.0,2348000000,2779000000,0.0,2779000000.0,292378000000,54159000000.0,238219000000.0,103731990000.0,5505000000.0,1033000000.0,-204000000.0,-552000000.0,-8121000000.0,-12872000000.0,-18607000000.0,-1056000000.0,36984000000.0,0.0,-8774000000.0,-8981000000.0,-8981000000.0,-18000000.0,1233000000.0,-0.074,74184000000.0,-2672000000.0,33038000000,-0.949,1.018,-11.55,-12.402,150364000000,207000000.0,14.51,0.854,0.858,9304000000,-10698000000.0,121442000000.0,121442000000.0,0.0,-0.022,-0.085,0.004,0.009,0.0,28902000000.0,1.0,7149000000,7180000000,,16.914,210211000000,0,3548000000.0,57972000000,29.277,-17487000000.0,0.3565341800538098,0.07649896623018608,0.9823681199984692,-0.0806340454858718,0.07126410098962455,0.17498277050310132,-1.760197864636647
144,SYY,ART,2023-06-30,2023-08-25,2023-07-01,2023-08-25,-1252590000,22821145000,22455338000.0,10608364000.0,12212781000.0,3.399,3.959,-751178000.0,745201000,745201000,62369678000.0,1770124000.0,1.242,10.362,11165867000,161601000.0,11004266000.0,11165867000,0,888677000.0,0,0.028,1.97,2812107000.0,3700784000.0,0.048,3700784000.0,2812107000.0,2285355000.0,3.49,3.47,3.49,2008622000,1533963500.0,2008622000,45644293087.0,16.0,12.334,2116424000.0,4.171,1.0,13954997000.0,0.183,5505284000,526752000.0,19196094000,19221069500.0,4480812000,0,0.0,0.0,20812523000,8540433000.0,12272090000.0,35223627087.0,34656000.0,-37384000.0,-420922000.0,-580851000.0,-995985000.0,-2055976000.0,-784613000.0,-4550000.0,2867602000.0,7643000.0,1770124000.0,1770124000.0,1770124000.0,0.0,0.0,0.023,10916448000.0,3038549000.0,6025757000,0.564,17.536,19.899,19.989,5646815000,0.0,69.76,0.461,0.464,5091970000,11310664000.0,76324675000.0,76324675000.0,0.0,0.079,1.154,0.146,0.037,95660000.0,10916448000.0,1.0,504925847,507362913,509719756.0,150.434,17315861000,426265000,515231000.0,404798000,34.129,2067931000.0,0.08141132067169617,0.028239678899082566,0.05702484854949316,0.050028669724770644,0.04636776816689885,0.05979071100917431,0.1235616615621245
146,SYK,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-330000000,37409000000,36776500000.0,10151000000.0,27258000000.0,0.529,45.723,-608000000.0,1401000000,1401000000,7240000000.0,2709000000.0,1.542,1.155,12947000000,1798000000.0,11149000000.0,12947000000,0,380000000.0,0,0.01,2.945,3155000000.0,3535000000.0,0.182,3535000000.0,3155000000.0,3155000000.0,7.15,7.08,7.15,17361000000,16833750000.0,17361000000,119292895535.0,38.0,33.746,2417000000.0,6.366,1.0,12215000000.0,0.628,20089000000,0.0,22282000000,22433250000.0,4593000000,77000000,77000000.0,0.0,20048000000,6584000000.0,13464000000.0,107746895535.0,357000000.0,-390000000.0,0.0,-605000000.0,-1095000000.0,-1875000000.0,-755000000.0,204000000.0,3025000000.0,-38000000.0,2709000000.0,2709000000.0,2709000000.0,0.0,0.0,0.139,8893000000.0,3322000000.0,1326000000,0.412,6.206,39.774,39.68,3082000000,0.0,283.71,5.538,5.537,3261000000,15526000000.0,19455000000.0,19455000000.0,1375000000.0,0.074,0.161,0.141,0.162,174000000.0,6693000000.0,1.0,379778279,379700000,383900000.0,51.238,17320000000,1439000000,446000000.0,767000000,45.615,3567000000.0,0.028075054830859356,0.01038031793028092,0.1611276122044791,0.025201790560783904,0.02026105569120722,0.022438405413979064,-0.23436653590071668
148,SYF,ART,2023-06-30,2023-07-21,2023-06-30,2023-07-21,-102000000,108697000000,105470000000.0,,,0.073,31.996,0.0,12706000000,12706000000,0.0,2450000000.0,,7.124,14231000000,,,14231000000,0,430000000.0,75765000000,0.027,0.92,3153000000.0,3583000000.0,0.465,3583000000.0,3153000000.0,3153000000.0,5.46,5.43,5.46,13380000000,13114500000.0,13380000000,16023406690.0,5.0,4.472,7275000000.0,17.397,1.0,7698000000.0,1.0,2331000000,0.0,107891000000,105007250000.0,0,89291000000,,,95317000000,,,14498406690.0,2065000000.0,0.0,-2358000000.0,2061000000.0,-411000000.0,10287000000.0,-15497000000.0,-14925000000.0,7275000000.0,0.0,2408000000.0,2408000000.0,2408000000.0,0.0,42000000.0,0.313,4503000000.0,3195000000.0,0,0.168,1.084,6.021,6.35,0,0.0,34.67,1.883,1.883,0,17828000000.0,7698000000.0,7698000000.0,0.0,0.023,0.184,0.03,0.41,0.0,2277000000.0,1.0,418183060,418183060,,18.408,106366000000,0,745000000.0,0,254.353,,0.5017792751680633,0.026535910008653015,0.9228600277317783,0.15748485722526678,0.45402330108367234,0.5017882895875396,1.6727535371996038
150,SWKS,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,-5600000,8464100000,8781750000.0,3124900000.0,5339200000.0,0.565,36.921,-281800000.0,721600000,721600000,2662700000.0,1040200000.0,3.825,0.44,1684500000,150000000.0,1534500000.0,1684500000,0,651900000.0,0,0.023,2.48,1271100000.0,1923000000.0,0.388,1923000000.0,1271100000.0,1204800000.0,6.52,6.49,6.52,5877900000,5657425000.0,5877900000,18298436348.0,14.0,9.516,1445400000.0,9.079,1.0,2297800000.0,0.463,3446300000,66300000.0,5163800000,5574100000.0,1235600000,17900000,14900000.0,3000000.0,2586200000,816900000.0,1769300000.0,17335536348.0,78600000.0,0.0,-259000000.0,-700000000.0,-396100000.0,-1355100000.0,-293500000.0,5200000.0,1727200000.0,0.0,1040200000.0,1040200000.0,1040200000.0,0.0,0.0,0.21,1038700000.0,1259100000.0,160100000,0.38,2.949,16.666,16.681,1631200000,0.0,108.76,3.495,3.49,726800000,5739700000.0,4960500000.0,4960500000.0,609600000.0,0.118,0.184,0.228,0.256,172200000.0,328400000.0,1.0,159392574,159200000,160000000.0,31.159,5017800000,138300000,164600000.0,186500000,31.519,2308000000.0,0.09963349072838273,0.02280250091945568,0.33906652104698987,0.059948510481794774,0.07899035592502858,0.08347738139021699,0.2665756383824762
152,SWK,ART,2023-06-30,2023-08-01,2023-07-01,2023-08-01,-2095800000,24933200000,25123025000.0,7839700000.0,17093500000.0,0.645,62.219,-387100000.0,391400000,391400000,12657900000.0,788800000.0,1.277,1.615,7885000000,1785100000.0,6099900000.0,7885000000,0,610700000.0,0,0.032,3.2,947800000.0,1558500000.0,0.096,1558500000.0,947800000.0,466700000.0,5.44,5.16,5.44,9533800000,9570700000.0,9533800000,22704746766.0,24.0,14.568,-183500000.0,-1.198,1.0,3539200000.0,0.219,12890300000,481100000.0,13396900000,12968050000.0,5282900000,0,0.0,0.0,15397300000,6139600000.0,9257700000.0,15211146766.0,87800000.0,4156800000.0,11700000.0,-3311500000.0,-475000000.0,-3856300000.0,3759900000.0,9800000.0,203600000.0,-19400000.0,788800000.0,788800000.0,788800000.0,864100000.0,0.0,0.049,3304700000.0,234500000.0,2413900000,0.588,1.595,19.284,18.248,2245700000,0.0,99.27,0.939,0.939,1706700000,9083000000.0,16197100000.0,16197100000.0,0.0,0.031,0.082,0.073,0.059,137500000.0,3214500000.0,1.0,153230047,153230047,,105.704,12042900000,0,-322100000.0,589100000,78.594,1700100000.0,0.01338492114579338,0.03223531782008664,0.6267640531422639,0.054800040294147284,-0.00808201042236632,-0.012068097108894933,0.19235033435679197
154,STZ,ART,2023-06-30,2023-06-30,2023-05-31,2023-06-30,242900000,24759200000,24541350000.0,3652600000.0,21106600000.0,0.391,46.843,-1115600000.0,192500000,192500000,4832500000.0,-298600000.0,1.145,1.846,12357000000,1377200000.0,10979800000.0,12357000000,0,486100000.0,0,0.013,3.29,491700000.0,977800000.0,0.102,977800000.0,491700000.0,63300000.0,-1.61,-1.67,-1.61,8585000000,8694275000.0,8585000000,57286070824.0,117.0,58.587,1548500000.0,8.449,1.0,4771800000.0,0.497,10681300000,428400000.0,23051900000,22849825000.0,1951400000,291300000,0.0,291300000.0,15851000000,3190500000.0,12660500000.0,45121570824.0,90700000.0,51100000.0,-683300000.0,1345000000.0,-602500000.0,-1507400000.0,-1064500000.0,0.0,2664100000.0,-1500000.0,-324600000.0,-324600000.0,-324600000.0,0.0,26000000.0,-0.034,1980600000.0,2791200000.0,1003300000,-2.043,5.256,-139.007,-152.876,7190100000,0.0,246.13,4.698,4.697,933100000,12316700000.0,9604300000.0,9604300000.0,0.0,-0.013,-0.037,0.022,0.051,66200000.0,1980600000.0,1.0,183324141,183270000,183863000.0,52.405,14077900000,2160500000,387900000.0,1680700000,76.815,462100000.0,0.0590427139691461,0.013366919920367286,0.19026376615934812,-0.006541258684435055,0.027031003832632485,0.03432738796570918,-0.6920049012896486
156,STX,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-07,98000000,7556000000,8000250000.0,2905000000.0,4651000000.0,0.923,-5.792,218000000.0,786000000,786000000,6033000000.0,-529000000.0,1.121,-7.302,5451000000,63000000.0,5388000000.0,5451000000,0,513000000.0,0,0.042,2.8,-183000000.0,330000000.0,0.045,330000000.0,-183000000.0,-496000000.0,-2.56,-2.56,-2.56,-1199000000,-756000000.0,-1199000000,18516794633.0,-101.0,56.111,1160000000.0,5.604,1.0,1351000000.0,0.183,1237000000,313000000.0,8392000000,8888500000.0,1140000000,0,0.0,0.0,8755000000,2592000000.0,6163000000.0,13851794633.0,171000000.0,0.0,-340000000.0,22000000.0,-582000000.0,-988000000.0,217000000.0,-1000000.0,942000000.0,0.0,-529000000.0,-529000000.0,-529000000.0,0.0,0.0,-0.072,1693000000.0,-342000000.0,1603000000,-1.094,-11.553,-26.185,-26.09,1706000000,0.0,66.79,1.876,1.872,621000000,-8670000000.0,7384000000.0,7384000000.0,797000000.0,-0.066,0.7,-0.021,-0.025,115000000.0,491000000.0,1.0,207393242,207000000,207000000.0,35.671,6319000000,1117000000,33000000.0,0,30.527,313000000.0,0.06800562850937844,0.0419224434795628,-0.0865591810857163,-0.03832909118131456,0.0626458316890704,0.08390477616409642,-1.1502889051592575
158,STT,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-3258000000,294561000000,297598750000.0,,,0.041,73.483,-766000000.0,89978000000,89978000000,0.0,2735000000.0,,11.17,21525000000,,,21525000000,0,846000000.0,222316000000,0.035,2.52,3223000000.0,4069000000.0,0.33,4069000000.0,3223000000.0,3223000000.0,7.49,7.4,7.49,24204000000,24948250000.0,24204000000,-45775368426.0,-14.0,-11.25,7023000000.0,21.322,1.0,12325000000.0,1.0,8979000000,0.0,217129000000,210868750000.0,0,142942000000,,,270357000000,,,22677631574.0,415000000.0,0.0,-3994000000.0,7236000000.0,-990000000.0,-17342000000.0,9968000000.0,10622000000.0,7789000000.0,0.0,2616000000.0,2616000000.0,2616000000.0,0.0,119000000.0,0.212,8947000000.0,3378000000.0,0,0.336,0.937,8.669,9.502,2349000000,0.0,71.17,1.84,1.902,3732000000,27808000000.0,12325000000.0,12325000000.0,0.0,0.009,0.105,0.015,0.262,0.0,4965000000.0,1.0,318640320,329383000,333540000.0,37.418,285582000000,0,607000000.0,0,867.021,,0.34346620256985394,0.03540817760292258,1.0673072239056034,0.10524097231979766,-0.1534231234283414,0.2995925249402838,0.9195553833295104
160,STLD,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,1027000,14551397000,14244709750.0,7396055000.0,7155342000.0,1.436,51.83,-1170029000.0,1475356000,1475356000,15637874000.0,3017996000.0,4.205,0.676,3067698000,56869000.0,3010829000.0,3067698000,0,419619000.0,0,0.015,1.53,3962113000.0,4381732000.0,0.214,4381732000.0,3962113000.0,3869637000.0,17.34,17.25,17.34,8707983000,8286533250.0,8707983000,18811076029.0,5.0,4.293,3011143000.0,17.923,1.0,4814956000.0,0.235,751476000,92476000.0,13633228000,13082145250.0,3044009000,611701000,611701000.0,0.0,5886428000,1759035000.0,4127393000.0,17218734029.0,468277000.0,-134090000.0,-1628894000.0,13746000.0,-253241000.0,-1942947000.0,-1769948000.0,-260877000.0,4181172000.0,0.0,2998606000.0,2998606000.0,2998606000.0,0.0,19390000.0,0.147,936969000.0,3877987000.0,1048584000,0.088,1.977,5.742,5.995,5783622000,0.0,103.95,0.842,0.854,2142964000,12681894000.0,20452830000.0,20452830000.0,0.0,0.211,0.362,0.303,0.194,59408000.0,905652000.0,1.0,165644387,168009000,168865000.0,121.737,13799921000,0,871031000.0,980668000,82.138,5637020000.0,0.24282691125596223,0.014718614718614718,0.5057272494791957,0.1668109668109668,0.1600728738408099,0.1724194324194324,1.8072077137113522
162,STE,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,-310859000,10784380000,10723944750.0,2031255000.0,8753125000.0,0.474,62.444,-299333000.0,208614000,208614000,2870535000.0,118848000.0,2.29,0.747,3122711000,97851000.0,3024860000.0,3122711000,0,551959000.0,0,0.008,1.88,298461000.0,850420000.0,0.167,850420000.0,298461000.0,180785000.0,1.21,1.21,1.21,6168286000,6021463250.0,6168286000,25163620887.0,84.0,29.59,506997000.0,5.133,1.0,2215355000.0,0.436,6751706000,117676000.0,6059860000,6035257750.0,768835000,0,0.0,0.0,4606008000,886911000.0,3719097000.0,22249523887.0,-107713000.0,-41176000.0,-290749000.0,-91005000.0,-186917000.0,-570941000.0,-340509000.0,0.0,806330000.0,-2593000.0,119322000.0,119322000.0,119322000.0,0.0,-474000.0,0.023,1916683000.0,298672000.0,260687000,1.554,3.607,186.466,186.149,1921383000,0.0,225.24,4.375,4.375,887756000,1980933000.0,5085890000.0,5085890000.0,102332000.0,0.011,0.02,0.049,0.059,41567000.0,1323308000.0,1.0,98781406,98781406,,51.486,4032674000,0,61463000.0,681134000,40.824,1144344000.0,0.036240326044510295,0.00834665245959865,0.2772322693882011,0.005372047593677855,0.020148014559459693,0.02278902503995738,-0.5202512058782207
164,SRE,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-22,-121000000,82727000000,79353250000.0,4847000000.0,77880000000.0,0.214,44.183,-7278000000.0,1242000000,1242000000,10815000000.0,2877000000.0,0.574,1.858,30957000000,3436000000.0,27521000000.0,30957000000,0,2113000000.0,0,0.033,2.335,4456000000.0,6569000000.0,0.387,6569000000.0,4456000000.0,3233000000.0,3.965,3.95,3.965,27836000000,27412000000.0,27836000000,74808002400.0,17.0,11.388,-4763000000.0,-7.56,1.0,6152000000.0,0.363,1933000000,1223000000.0,102058000000,96639500000.0,383000000,16878000000,0.0,16878000000.0,51713000000,8451000000.0,43262000000.0,45093002400.0,-851000000.0,431000000.0,-32000000.0,4778000000.0,-1453000000.0,3551000000.0,-6925000000.0,-88000000.0,2515000000.0,8000000.0,2540000000.0,2495000000.0,2495000000.0,0.0,337000000.0,0.147,2898000000.0,3254000000.0,2962000000,0.589,1.62,18.073,18.072,52200000000,45000000.0,71.655,2.658,2.661,2485000000,15024000000.0,16967000000.0,16967000000.0,0.0,0.031,0.091,0.046,0.263,70000000.0,0.0,1.0,629307130,630014000,632120000.0,26.931,80794000000,223000000,693000000.0,5064000000,128.242,-3604000000.0,0.05577362043206952,0.03258670016049124,0.6173019874143488,0.055334589351754934,-0.06366965895616536,-0.10550554741469541,0.20005690832370865
